MCC,ZIPCode,Currency,CardType,Device,Flag
8079,62,1,3,2,Fraud
2261,24,2,2,2,Normal
3176,223,1,3,2,Fraud
6586,113,3,1,1,Normal
1256,101,2,1,1,Fraud
6752,180,2,3,1,Normal
3416,228,2,1,3,Normal
9514,227,3,1,1,Normal
1827,74,1,3,3,Normal
6475,35,1,1,1,Fraud
2680,28,1,3,2,Fraud
3091,19,3,3,1,Fraud
8411,183,2,2,2,Normal
8779,221,1,2,1,Normal
5982,250,2,1,3,Fraud
9118,10,1,2,2,Fraud
9665,112,2,3,2,Normal
8193,244,2,1,1,Normal
4418,123,1,1,1,Normal
4780,277,2,3,3,Normal
2243,256,2,2,1,Normal
3727,89,2,3,2,Normal
9214,164,3,3,1,Fraud
2851,34,3,1,1,Fraud
3771,307,1,1,1,Normal
7969,101,1,1,2,Fraud
1660,40,2,2,2,Fraud
4309,20,2,1,1,Normal
4272,248,1,2,3,Fraud
1789,1,3,1,1,Normal
5371,222,3,2,1,Fraud
6679,17,1,2,1,Fraud
6430,246,1,3,1,Fraud
3298,282,1,1,1,Fraud
6836,143,2,1,1,Normal
3255,182,1,1,1,Normal
6011,64,3,1,1,Normal
4980,200,1,2,1,Fraud
8311,91,1,3,2,Normal
2137,256,3,1,2,Fraud
4472,49,2,2,1,Fraud
1948,69,2,2,1,Fraud
9860,169,3,3,1,Fraud
1540,171,1,2,1,Fraud
4285,262,2,3,1,Fraud
2188,17,3,2,2,Normal
4195,207,1,2,2,Fraud
4330,250,1,1,2,Fraud
9391,269,1,2,3,Normal
5794,312,2,3,3,Normal
9950,181,3,3,2,Fraud
4907,162,3,2,1,Normal
9632,110,3,3,2,Fraud
9859,77,3,1,3,Normal
3269,55,3,3,3,Fraud
6638,74,3,1,3,Normal
3562,152,1,3,3,Normal
2380,8,1,2,1,Fraud
5492,45,3,1,1,Fraud
4658,246,2,3,2,Fraud
4054,271,2,1,1,Normal
4244,151,3,1,3,Fraud
4840,20,3,2,1,Fraud
3763,193,2,3,3,Fraud
5721,217,3,1,3,Normal
9950,75,1,2,1,Fraud
7533,287,2,2,3,Normal
5495,234,3,1,3,Normal
7785,306,2,1,3,Fraud
1608,310,3,3,3,Normal
5202,243,3,1,1,Fraud
8245,223,3,3,1,Fraud
4862,167,2,3,2,Fraud
7329,302,3,2,3,Normal
1148,296,2,2,2,Fraud
7537,152,3,2,2,Fraud
2607,106,3,3,1,Normal
3692,163,3,2,2,Normal
3821,303,1,2,2,Fraud
5137,293,3,3,2,Normal
7955,65,3,3,2,Fraud
5585,185,1,1,1,Normal
3206,3,3,3,3,Fraud
3790,228,1,3,1,Fraud
7587,106,2,1,3,Fraud
4558,24,3,2,2,Normal
1047,178,3,3,1,Fraud
5748,255,1,2,3,Fraud
9814,46,1,3,1,Normal
6265,229,1,2,2,Normal
1734,185,1,2,3,Fraud
5894,69,3,1,3,Normal
1428,29,2,2,3,Fraud
1462,315,2,2,2,Normal
9879,278,1,3,3,Fraud
8914,145,2,2,3,Fraud
3413,67,3,2,1,Normal
6469,89,2,2,3,Normal
1088,254,1,3,1,Normal
9874,274,2,3,1,Fraud
8095,98,3,3,3,Normal
9301,282,3,1,3,Fraud
1960,177,1,1,1,Normal
8581,300,1,1,1,Fraud
3610,76,3,3,3,Fraud
9118,258,3,1,3,Fraud
3397,139,2,1,2,Normal
8744,281,3,3,2,Fraud
7906,178,2,2,2,Fraud
1163,176,1,1,1,Normal
7576,262,2,2,1,Fraud
2958,270,3,1,1,Fraud
3644,34,3,1,2,Normal
2351,165,2,1,1,Normal
4516,28,1,1,2,Fraud
4750,269,1,1,2,Normal
9361,138,1,1,3,Fraud
6251,249,2,1,2,Fraud
5085,309,3,3,2,Normal
3400,274,2,2,3,Fraud
5302,259,1,1,1,Normal
4651,283,3,1,3,Fraud
4314,268,3,3,2,Normal
8277,295,1,1,2,Fraud
9729,65,3,1,1,Fraud
8865,162,3,3,2,Fraud
2033,205,2,2,1,Normal
9860,255,3,2,1,Fraud
2166,237,1,1,1,Normal
3683,52,3,3,2,Fraud
2233,42,2,3,3,Normal
5190,184,3,3,2,Normal
8121,160,1,1,3,Normal
8580,299,1,3,1,Normal
8080,164,3,1,3,Normal
5768,286,2,2,2,Normal
6732,234,2,1,1,Normal
2460,72,2,3,3,Fraud
7912,243,2,2,2,Normal
5357,74,3,1,2,Normal
7406,103,2,2,2,Normal
1956,137,2,2,2,Fraud
9766,118,1,3,2,Normal
8466,31,3,1,2,Fraud
4885,212,2,3,1,Fraud
7460,43,3,3,3,Fraud
7288,250,1,2,3,Normal
6049,161,1,3,2,Fraud
1009,129,1,2,2,Normal
1380,60,3,1,1,Fraud
9110,207,2,3,1,Normal
3073,68,2,1,1,Fraud
6669,249,2,3,2,Fraud
4232,89,3,3,3,Normal
6839,104,3,3,3,Fraud
5571,279,3,3,2,Normal
2791,232,3,3,1,Normal
8715,316,2,3,3,Normal
9450,229,1,3,3,Normal
6580,293,1,1,1,Fraud
8866,36,2,3,1,Normal
9433,206,1,3,2,Fraud
5626,119,1,1,3,Normal
3292,287,3,1,2,Normal
7287,94,1,2,2,Normal
4402,269,3,3,3,Normal
5233,258,2,3,3,Fraud
1694,188,3,2,2,Fraud
7379,305,3,1,2,Fraud
3445,166,3,1,3,Fraud
6230,75,2,1,2,Normal
4149,73,3,2,1,Normal
1235,126,2,1,2,Fraud
1509,5,2,3,1,Normal
4619,108,3,1,2,Fraud
5172,115,2,2,2,Fraud
2597,240,3,2,3,Normal
7700,157,3,2,1,Fraud
3689,189,2,2,3,Fraud
9935,240,2,3,3,Fraud
2316,196,1,3,2,Fraud
7408,36,2,1,3,Fraud
5270,295,2,3,3,Normal
9486,266,1,2,3,Fraud
5168,32,2,3,1,Fraud
3177,218,3,2,3,Fraud
8183,80,3,1,2,Fraud
5596,286,3,3,2,Normal
8678,71,1,1,2,Fraud
1066,133,3,2,3,Normal
8283,295,2,1,3,Fraud
1314,26,3,2,1,Fraud
1287,235,3,3,3,Fraud
2410,4,1,2,1,Normal
5407,182,1,1,3,Fraud
9839,240,1,3,1,Normal
4552,192,2,1,2,Fraud
5923,316,2,2,2,Fraud
8165,118,2,3,1,Normal
4712,167,1,3,1,Fraud
5615,21,3,3,1,Fraud
4001,254,2,1,1,Fraud
8926,48,3,1,3,Normal
7305,161,3,3,1,Normal
6471,223,2,3,1,Normal
5507,20,2,2,2,Fraud
5431,151,3,2,3,Fraud
6060,45,3,3,1,Fraud
3824,55,3,2,1,Normal
5580,33,2,2,3,Normal
3534,70,3,2,2,Fraud
1722,58,2,3,2,Fraud
7324,267,2,3,2,Fraud
2596,309,1,1,1,Fraud
5640,174,1,1,3,Normal
6007,267,3,2,1,Normal
1703,187,1,2,1,Normal
1697,296,2,2,3,Fraud
6581,204,3,2,3,Normal
6250,38,2,3,3,Fraud
1709,298,2,3,2,Normal
6806,99,2,1,2,Fraud
8746,79,1,2,2,Normal
8821,80,1,1,1,Fraud
3984,224,3,1,1,Normal
6250,94,2,2,3,Fraud
9270,45,1,3,1,Fraud
4009,179,1,1,1,Normal
7985,109,2,2,1,Normal
2229,157,2,1,2,Fraud
8601,119,2,2,3,Fraud
8557,159,1,3,2,Normal
6764,24,2,1,2,Fraud
4882,182,3,2,1,Normal
6328,128,1,1,3,Fraud
5143,233,3,3,3,Normal
8534,210,1,3,2,Fraud
1288,217,3,1,2,Fraud
4148,10,1,1,1,Normal
2897,155,2,1,1,Normal
9256,177,2,2,1,Fraud
1234,116,3,3,2,Normal
5868,105,1,3,3,Fraud
1195,296,2,3,3,Fraud
7158,167,2,3,1,Normal
1864,204,2,1,2,Normal
9314,297,3,2,2,Normal
5620,44,2,3,3,Normal
2939,248,3,3,1,Normal
4106,199,3,2,3,Normal
6299,81,2,2,1,Normal
9738,201,2,2,2,Normal
6034,58,2,1,2,Fraud
5062,263,2,1,1,Fraud
2524,14,3,3,1,Normal
9209,304,3,1,2,Fraud
9256,162,3,1,3,Fraud
4984,254,3,3,2,Normal
5338,84,1,1,2,Normal
6829,290,2,1,1,Fraud
5163,187,3,1,3,Fraud
9744,6,2,1,3,Normal
1306,26,3,3,1,Normal
7293,173,3,1,1,Normal
6369,173,1,3,1,Normal
6138,63,2,3,2,Normal
2958,139,3,2,2,Normal
5136,29,3,2,3,Normal
9109,169,3,3,2,Normal
3939,264,1,2,2,Fraud
3175,301,1,2,1,Fraud
1928,287,2,2,1,Fraud
6142,30,2,1,1,Fraud
9884,77,2,3,2,Normal
7772,115,1,1,2,Normal
4702,68,1,1,3,Fraud
7435,283,1,3,1,Fraud
3739,9,1,1,1,Normal
9023,189,3,2,3,Normal
6123,212,3,2,2,Fraud
6575,68,3,2,1,Normal
6269,301,1,3,2,Normal
5926,295,2,1,2,Normal
6642,25,1,1,2,Normal
4352,2,3,2,1,Normal
1772,248,3,2,3,Normal
3204,111,1,3,1,Normal
4476,101,2,3,2,Fraud
4017,82,3,1,3,Normal
8854,134,2,1,3,Fraud
5038,182,2,2,3,Fraud
3769,40,1,2,3,Fraud
7981,139,2,2,2,Normal
7189,33,3,3,3,Fraud
4328,212,3,3,2,Fraud
4102,171,3,3,3,Normal
4460,240,2,3,2,Fraud
4017,142,1,3,3,Fraud
9529,85,1,2,3,Normal
7441,39,2,2,2,Normal
9484,181,1,2,2,Fraud
1401,39,2,3,3,Normal
3071,154,3,2,2,Normal
1728,268,3,2,3,Fraud
8299,24,2,2,1,Fraud
8182,65,2,1,1,Fraud
7757,133,1,2,2,Normal
2755,68,1,1,2,Fraud
9864,265,2,2,2,Normal
5123,225,3,3,2,Fraud
2312,125,2,1,3,Normal
9210,13,3,2,2,Fraud
6557,153,3,1,1,Normal
2546,290,3,2,1,Fraud
5523,111,1,2,2,Fraud
1354,148,1,3,3,Normal
2638,302,3,1,1,Fraud
7953,87,1,3,3,Fraud
6206,41,3,1,1,Normal
7204,188,3,1,3,Fraud
1008,177,3,2,1,Fraud
7414,272,1,1,1,Normal
8524,285,1,3,2,Fraud
3368,88,3,2,3,Fraud
7054,248,1,1,2,Fraud
2796,16,3,1,3,Fraud
1001,174,2,3,2,Fraud
6325,81,3,3,1,Normal
3666,314,3,1,3,Normal
7093,279,2,2,3,Fraud
4285,271,1,2,3,Fraud
1083,60,1,1,3,Normal
5238,131,1,2,2,Normal
7872,58,1,3,3,Normal
8423,138,3,3,2,Fraud
9416,102,1,1,3,Fraud
3896,130,3,2,3,Normal
3336,8,2,3,3,Normal
8994,240,2,2,3,Fraud
4434,170,3,2,2,Fraud
6996,293,2,3,1,Fraud
1722,198,3,3,2,Normal
7175,302,2,3,3,Normal
8517,100,2,1,3,Normal
2212,272,1,2,2,Fraud
8495,245,3,2,2,Normal
1169,193,2,3,2,Fraud
7233,180,2,1,1,Fraud
5949,5,1,3,3,Normal
5867,311,3,2,2,Fraud
5442,39,3,2,1,Normal
2493,89,2,3,1,Fraud
9158,312,2,2,3,Normal
3632,43,3,1,1,Normal
5395,272,3,1,1,Normal
1901,250,2,2,1,Normal
7536,98,3,3,1,Normal
2793,289,2,3,1,Normal
6003,202,2,2,3,Fraud
3207,141,3,1,1,Normal
7027,212,1,3,2,Normal
7149,301,3,1,1,Fraud
4119,62,3,2,2,Fraud
9542,132,3,1,3,Normal
5685,125,2,3,3,Normal
4468,219,2,2,1,Normal
7925,252,3,1,2,Fraud
7013,229,1,3,3,Fraud
6442,309,3,1,2,Fraud
3427,262,1,3,1,Fraud
8364,46,2,2,2,Fraud
4328,286,2,2,2,Fraud
2067,173,1,2,3,Normal
8363,9,3,1,2,Fraud
2117,288,2,3,3,Normal
3616,176,2,1,2,Fraud
8144,161,3,3,1,Normal
8424,163,3,3,1,Normal
5901,115,3,1,1,Normal
9261,83,3,2,1,Fraud
1643,80,3,2,3,Normal
9710,167,2,3,3,Normal
3539,255,1,1,1,Fraud
2732,146,1,1,1,Fraud
4371,253,2,3,2,Fraud
3409,204,2,2,2,Normal
8907,50,3,3,3,Fraud
6461,74,2,3,3,Normal
9855,108,2,2,1,Fraud
4019,275,1,1,1,Normal
2879,2,3,1,1,Normal
5175,141,1,1,3,Normal
3476,32,2,3,3,Fraud
2450,180,2,3,1,Normal
4391,133,1,1,3,Fraud
3337,5,3,2,1,Normal
1236,35,2,1,2,Normal
8078,107,2,2,1,Normal
9468,48,3,1,1,Fraud
2455,117,2,3,3,Fraud
1616,219,2,1,3,Normal
2425,176,3,2,2,Fraud
6184,152,1,3,1,Normal
6000,282,1,2,2,Fraud
3941,137,1,3,2,Normal
9403,195,2,1,1,Fraud
3843,242,2,2,1,Normal
6097,219,3,3,3,Fraud
8534,71,3,2,3,Fraud
1783,233,2,1,2,Normal
1307,177,2,3,2,Normal
1966,69,2,1,3,Normal
3485,179,2,2,2,Normal
3167,292,3,3,2,Fraud
9002,146,1,1,3,Fraud
6682,206,1,2,3,Normal
4243,145,2,1,3,Fraud
6398,135,1,3,1,Fraud
2443,110,2,2,1,Normal
3046,310,3,3,3,Fraud
1004,114,1,2,3,Normal
4096,280,2,1,3,Normal
8952,26,2,3,3,Fraud
6814,37,3,3,2,Normal
1092,249,1,3,2,Fraud
4479,252,3,1,1,Normal
1564,256,3,1,3,Normal
1148,281,3,1,1,Fraud
1306,126,1,1,2,Fraud
7945,9,1,3,3,Fraud
3561,156,1,1,1,Normal
1489,290,2,2,3,Normal
1047,280,1,3,1,Normal
9906,280,1,3,1,Fraud
5069,63,3,2,3,Fraud
2862,47,3,2,2,Fraud
2284,164,1,2,1,Fraud
5963,114,2,3,2,Normal
1828,172,3,1,3,Normal
4832,96,2,3,2,Fraud
9612,66,2,1,1,Fraud
7371,66,1,3,3,Fraud
9415,75,1,3,2,Fraud
6693,313,2,3,1,Fraud
6447,158,1,1,3,Fraud
2806,282,3,2,2,Fraud
6968,162,3,1,3,Fraud
8430,196,1,2,2,Fraud
8184,50,2,1,3,Fraud
2382,7,3,1,1,Normal
7096,222,2,2,3,Fraud
5605,303,2,1,2,Normal
1566,171,2,3,2,Normal
8748,304,1,2,1,Normal
3760,186,2,1,2,Normal
2462,131,3,1,2,Normal
5456,68,3,1,1,Normal
5443,39,2,3,1,Normal
5589,249,3,3,2,Normal
5046,131,3,1,3,Normal
3613,100,1,2,2,Normal
4118,279,3,3,3,Fraud
6720,280,2,2,2,Fraud
9657,166,2,1,1,Fraud
1328,259,3,3,2,Fraud
9486,104,1,3,1,Normal
1696,282,3,2,3,Normal
5609,220,3,1,1,Fraud
8025,314,1,3,3,Normal
5319,53,3,3,3,Fraud
3631,277,3,2,1,Fraud
7260,266,1,1,1,Normal
8701,26,1,1,2,Fraud
4368,249,3,1,1,Fraud
5135,33,2,2,1,Fraud
3451,21,2,2,1,Normal
2676,252,1,3,1,Normal
4376,212,2,1,3,Fraud
5952,249,2,1,3,Fraud
5583,22,3,3,1,Normal
1422,50,2,1,3,Fraud
9047,282,1,2,1,Fraud
3962,206,1,2,1,Normal
2025,163,3,3,1,Fraud
3431,185,2,3,2,Fraud
1200,184,1,1,1,Normal
7258,175,1,3,2,Normal
8056,47,3,2,2,Fraud
8156,50,2,3,2,Normal
4210,303,1,3,2,Normal
1480,148,2,2,3,Fraud
8490,205,2,2,3,Normal
2211,16,2,1,1,Fraud
2834,139,3,2,2,Fraud
4416,283,2,2,1,Fraud
6066,287,1,3,2,Normal
3691,72,3,1,3,Fraud
8840,300,2,3,2,Normal
6259,208,1,3,2,Normal
1535,52,3,2,2,Fraud
2273,184,1,3,1,Fraud
9413,204,2,1,1,Fraud
9008,50,3,3,1,Normal
7146,60,1,2,1,Fraud
4217,225,3,3,2,Fraud
2199,34,1,1,1,Fraud
9681,220,1,2,3,Fraud
8746,306,3,3,1,Fraud
7202,89,2,3,1,Fraud
5140,3,1,2,3,Normal
9644,139,1,1,3,Normal
8962,63,3,1,3,Fraud
2177,299,3,3,1,Normal
4383,261,1,3,1,Normal
8717,103,1,3,3,Normal
6169,275,3,2,1,Fraud
2501,152,3,3,3,Normal
7560,85,3,2,1,Normal
5773,25,2,3,1,Fraud
3964,308,1,3,1,Fraud
6035,158,2,1,2,Normal
1751,200,2,1,3,Normal
1137,242,1,2,3,Normal
3141,195,1,3,1,Fraud
4724,65,1,3,3,Fraud
8135,25,2,2,2,Fraud
2171,298,2,2,1,Fraud
5276,233,3,1,1,Normal
9085,156,3,3,1,Fraud
1050,258,1,1,3,Fraud
5868,243,3,2,1,Normal
6710,108,1,3,1,Fraud
7114,110,2,2,2,Normal
9113,269,2,2,2,Fraud
1017,197,3,1,2,Fraud
1945,275,3,1,2,Normal
2141,148,1,1,2,Normal
6999,280,1,2,3,Fraud
2335,231,3,1,2,Normal
4555,34,3,1,3,Fraud
2518,68,1,1,1,Normal
1837,111,3,2,3,Fraud
3506,210,3,1,1,Fraud
8378,295,1,3,1,Normal
1403,198,2,3,2,Normal
7600,214,3,3,1,Normal
8433,145,2,3,3,Normal
9128,277,2,2,3,Normal
6549,148,3,2,3,Normal
6626,80,2,1,1,Normal
4423,57,1,1,2,Fraud
8993,232,1,1,2,Normal
2701,310,3,1,3,Fraud
5465,195,2,2,2,Normal
7975,306,2,3,1,Fraud
7812,209,2,3,2,Normal
2056,276,1,2,1,Fraud
2850,17,1,2,1,Fraud
8087,118,2,1,2,Normal
1668,67,3,1,2,Fraud
8108,108,3,2,1,Normal
5068,187,2,3,1,Normal
3995,290,3,2,3,Normal
4064,269,2,1,3,Fraud
2270,159,1,3,1,Fraud
6014,199,2,2,1,Normal
8546,60,3,3,2,Fraud
6801,309,3,3,1,Normal
9010,21,3,2,3,Fraud
9180,292,2,3,1,Fraud
2840,95,3,1,1,Fraud
4174,175,1,3,3,Normal
3039,117,3,2,2,Fraud
6874,297,1,2,3,Fraud
3541,87,1,3,1,Normal
5014,8,1,1,3,Normal
2200,241,3,3,1,Normal
8776,62,2,3,2,Fraud
2493,163,3,3,1,Fraud
9621,190,2,2,2,Normal
5100,268,3,3,3,Normal
2311,165,2,1,3,Fraud
4559,291,1,1,2,Fraud
4839,68,2,3,1,Fraud
4953,209,2,1,2,Normal
3165,86,2,1,2,Normal
6177,270,1,3,3,Normal
8470,103,1,3,2,Normal
3862,274,3,3,1,Fraud
4578,67,3,1,2,Fraud
9917,67,2,2,1,Fraud
5555,201,3,1,1,Normal
7922,26,1,3,2,Normal
6839,30,2,2,2,Normal
2471,74,2,1,2,Normal
2215,138,3,3,3,Fraud
5433,33,2,3,2,Fraud
2265,123,3,2,3,Fraud
7255,166,2,3,1,Fraud
3483,57,1,1,3,Normal
6140,261,2,2,2,Normal
3668,218,2,2,2,Fraud
8284,78,2,1,2,Fraud
1438,227,2,3,3,Fraud
3222,14,2,3,3,Normal
5906,39,2,2,3,Normal
1293,186,3,3,2,Normal
6722,25,2,2,3,Fraud
2236,203,3,2,3,Fraud
8784,250,1,2,3,Normal
5203,215,2,1,2,Normal
3629,16,2,3,3,Fraud
5766,108,2,2,2,Fraud
3915,36,3,3,2,Fraud
9859,265,2,1,3,Normal
1814,132,2,2,1,Fraud
4264,25,1,2,1,Fraud
2383,240,1,3,3,Fraud
3569,188,1,1,3,Normal
7697,94,3,2,1,Fraud
8355,261,2,3,2,Normal
1475,233,2,3,3,Normal
4872,219,3,1,1,Normal
5856,274,3,1,1,Fraud
3446,20,2,2,3,Normal
3921,1,1,3,3,Normal
1392,48,1,1,3,Fraud
6187,129,1,1,2,Normal
6448,15,1,3,3,Fraud
8413,119,3,1,1,Normal
6957,134,2,1,3,Fraud
3352,173,3,2,3,Normal
4685,123,2,2,3,Normal
6276,300,1,1,3,Fraud
7449,132,1,2,1,Normal
4173,190,1,3,3,Fraud
6448,156,1,2,1,Fraud
9267,278,2,1,1,Fraud
3866,264,1,3,1,Normal
8461,11,1,3,3,Fraud
7921,110,3,2,3,Fraud
8260,116,1,3,3,Normal
3440,59,2,2,2,Fraud
5212,153,1,2,1,Normal
9480,96,2,2,2,Fraud
6318,37,2,3,1,Fraud
5223,263,1,1,3,Normal
4596,169,2,2,3,Fraud
3388,207,2,2,3,Normal
5117,130,2,1,3,Normal
5526,171,2,2,1,Normal
1400,138,3,2,1,Fraud
1050,166,2,2,2,Fraud
4833,41,1,2,3,Fraud
3886,216,3,1,3,Fraud
8419,245,2,3,3,Normal
6386,231,2,3,1,Normal
1059,133,2,2,1,Fraud
9515,129,2,2,2,Fraud
7311,140,3,2,3,Normal
7711,308,1,3,3,Normal
9675,261,1,2,2,Fraud
3446,74,3,3,3,Normal
4130,40,1,1,3,Fraud
2796,176,1,2,1,Fraud
4461,94,3,3,2,Normal
6083,230,3,3,2,Normal
8186,174,3,1,1,Fraud
8772,33,3,2,3,Normal
3815,60,1,3,1,Fraud
3714,283,2,2,2,Fraud
5964,51,1,2,1,Normal
8609,220,2,3,3,Fraud
7540,294,3,1,1,Normal
5919,15,1,1,1,Normal
2561,229,2,2,1,Normal
9637,80,1,3,1,Normal
5669,301,2,1,1,Fraud
6805,298,1,3,3,Normal
4111,80,2,2,1,Fraud
7295,8,1,2,3,Normal
6811,294,2,1,1,Fraud
3203,244,2,1,3,Normal
6324,261,1,1,3,Normal
3038,307,3,1,3,Normal
3393,79,3,3,1,Normal
3444,216,2,2,1,Normal
3888,256,3,3,1,Fraud
4516,51,2,3,2,Fraud
2724,93,2,2,3,Normal
6309,202,2,2,1,Fraud
8878,265,3,3,2,Fraud
1265,2,3,2,3,Normal
5951,63,2,3,1,Normal
8043,14,3,2,1,Normal
7011,300,1,2,1,Normal
1167,76,3,3,1,Normal
9763,297,3,3,1,Fraud
7133,71,3,2,3,Normal
1335,51,1,1,2,Fraud
4631,76,3,2,1,Normal
2702,211,3,1,2,Fraud
6581,266,3,1,2,Normal
1497,175,1,3,3,Normal
9040,245,3,3,3,Fraud
5049,281,1,3,3,Normal
2896,34,1,3,1,Fraud
3648,190,2,3,2,Normal
3240,258,3,3,2,Fraud
3708,149,3,1,3,Normal
7755,123,2,2,3,Normal
5580,35,1,3,1,Normal
3876,80,3,1,2,Normal
7714,108,3,3,2,Normal
2328,88,3,2,1,Normal
2328,22,3,1,1,Normal
9679,153,3,1,1,Fraud
9438,180,2,3,3,Normal
6808,20,3,2,3,Normal
1700,134,3,1,3,Normal
5062,260,2,3,3,Fraud
7462,200,1,2,3,Fraud
9415,217,3,1,2,Fraud
2555,125,2,2,2,Normal
5810,105,3,1,2,Normal
9888,121,1,2,1,Fraud
1996,19,1,3,3,Fraud
5872,226,2,2,1,Fraud
2166,24,2,3,3,Normal
8161,280,2,3,2,Normal
4905,38,2,2,1,Fraud
3061,232,2,2,2,Normal
3431,217,3,3,1,Fraud
8016,155,2,1,3,Normal
3667,62,2,2,3,Fraud
9057,97,2,1,2,Fraud
9328,49,3,2,3,Normal
2853,239,1,2,1,Normal
8327,6,1,3,2,Normal
5324,290,1,3,3,Normal
8183,314,1,3,3,Normal
2049,142,3,2,2,Normal
8491,81,1,3,3,Fraud
6711,73,3,3,2,Fraud
8056,51,1,2,3,Fraud
3068,8,3,1,1,Fraud
8032,122,2,1,2,Fraud
4558,227,2,2,2,Fraud
3554,178,3,3,3,Fraud
6411,173,3,1,3,Fraud
3006,90,1,3,1,Normal
7783,90,2,3,3,Fraud
2672,237,3,2,2,Normal
6661,245,3,2,1,Fraud
7641,295,3,3,2,Fraud
7181,208,2,3,1,Fraud
2312,209,3,2,3,Fraud
9027,272,3,1,1,Normal
1633,192,3,2,3,Fraud
7394,69,1,2,1,Fraud
1919,84,1,2,2,Fraud
9581,186,2,2,2,Normal
9993,52,1,3,2,Fraud
1539,50,2,3,3,Fraud
6861,59,3,1,1,Fraud
9851,204,3,1,2,Normal
6373,315,3,2,2,Fraud
7349,247,3,3,2,Fraud
7684,243,1,3,2,Normal
6147,248,2,3,2,Fraud
6733,203,1,2,3,Normal
4817,268,1,2,1,Normal
9050,142,1,2,3,Normal
3087,273,1,2,2,Fraud
9586,160,2,3,1,Fraud
8783,272,1,1,3,Normal
1749,241,1,2,1,Normal
1593,110,1,3,2,Normal
8888,79,1,2,2,Fraud
9543,250,3,3,3,Normal
1407,165,2,2,2,Fraud
4862,24,1,2,1,Fraud
4834,67,3,2,1,Normal
8431,80,2,1,1,Normal
9168,316,2,3,1,Normal
3144,56,2,3,2,Fraud
9380,212,3,1,3,Fraud
2002,135,3,1,3,Fraud
5085,141,1,3,2,Fraud
7178,194,3,3,2,Fraud
3542,254,2,2,3,Fraud
4433,295,2,3,3,Fraud
8898,96,1,2,2,Normal
6058,175,3,1,2,Normal
8129,140,2,1,1,Normal
3887,207,2,3,1,Fraud
3536,310,2,2,2,Normal
6056,33,3,2,2,Fraud
1717,309,3,2,2,Normal
6560,272,3,2,2,Fraud
3812,305,1,2,1,Normal
6027,9,1,1,3,Fraud
7471,58,3,1,2,Normal
5255,206,1,3,2,Fraud
9286,260,2,2,3,Normal
4171,179,1,3,1,Normal
7970,39,2,3,1,Fraud
5978,145,1,2,1,Normal
4073,101,2,3,3,Fraud
9111,295,3,2,2,Fraud
6978,107,3,2,1,Normal
1785,245,1,3,1,Fraud
4285,316,1,1,2,Normal
4093,221,1,1,3,Fraud
5492,239,2,2,3,Normal
8115,140,2,3,2,Normal
4620,126,2,2,3,Normal
7181,110,2,1,2,Normal
6232,21,3,3,1,Normal
6750,219,1,1,1,Normal
7772,129,2,1,1,Fraud
1372,201,2,3,1,Fraud
1876,287,1,3,3,Fraud
3232,48,2,1,3,Normal
3126,258,2,2,3,Fraud
8335,69,1,1,1,Fraud
3012,103,1,2,2,Fraud
3859,23,1,2,2,Fraud
9262,63,2,1,2,Normal
9461,193,3,1,3,Normal
6026,272,1,3,1,Normal
9064,70,2,1,1,Fraud
9603,221,3,1,1,Normal
6057,12,1,1,2,Normal
6866,258,2,3,2,Normal
2995,55,1,1,1,Normal
3756,223,3,1,2,Fraud
9006,243,1,2,2,Normal
8898,231,2,2,2,Fraud
8767,247,1,1,3,Normal
9802,69,1,3,3,Fraud
8084,182,1,2,2,Fraud
4416,141,1,1,1,Normal
6825,7,1,3,2,Fraud
5464,245,2,3,1,Normal
2285,166,1,3,1,Fraud
1246,268,1,2,2,Normal
4537,91,1,1,1,Normal
4101,30,1,1,1,Normal
3459,130,1,2,1,Fraud
4510,16,3,1,3,Normal
9727,141,1,1,1,Fraud
3978,168,3,1,1,Normal
6748,217,2,1,1,Normal
3960,280,3,2,2,Fraud
6315,142,1,2,2,Normal
4643,57,2,1,3,Fraud
4009,38,1,3,3,Fraud
1053,224,1,3,1,Normal
5383,171,3,2,3,Fraud
2079,115,1,1,2,Normal
3408,36,2,2,2,Normal
7722,218,2,2,1,Normal
8279,140,1,2,3,Fraud
2941,231,3,1,3,Normal
6794,127,1,2,3,Fraud
4414,170,1,2,2,Fraud
1991,51,3,1,2,Normal
9625,130,1,3,2,Fraud
8003,145,3,2,2,Normal
7874,88,2,2,2,Normal
1625,268,3,1,2,Normal
8181,151,1,3,3,Fraud
4678,292,2,1,2,Normal
4202,6,1,3,3,Fraud
7031,207,3,1,1,Fraud
1802,240,2,3,3,Fraud
4127,239,3,3,3,Normal
2273,288,3,3,1,Fraud
6991,77,1,1,2,Fraud
7034,31,3,2,3,Fraud
2418,217,2,3,2,Normal
4894,270,3,3,3,Normal
6344,92,3,2,1,Fraud
9179,131,3,3,3,Fraud
9414,113,2,1,2,Normal
6692,29,2,1,1,Normal
2405,48,2,1,2,Normal
6680,82,3,3,3,Normal
3905,304,3,2,1,Fraud
3133,101,2,1,2,Fraud
3405,188,1,2,2,Normal
8232,265,2,1,3,Normal
7912,21,2,3,3,Normal
9064,252,3,3,1,Fraud
4525,224,2,2,3,Fraud
1715,294,3,2,3,Fraud
6236,113,1,3,1,Fraud
1799,94,1,1,2,Normal
9652,244,1,2,1,Fraud
3651,220,3,2,2,Normal
